task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,74.98782203907203,25.4580701754386,8.970294738456447,8.970294738456447,8.970294738456447
object_detection,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,36.02087954206956,30.00138888888889,12.163558256329155,12.163558256329155,12.163558256329155
question_answering,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,35.36504585033416,17.176150521230614,3.1894570145043515,3.1894570145043515,3.1894570145043515
speech_recognition,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,577.6155431542429,233.24165266106442,19.571316081155896,19.571316081155896,19.571316081155896
