task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,74.90765317406765,37.901505743998,37.901505743998,8.956534401990924,8.956534401990924
object_detection,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,35.84675186347594,25.92754934321,25.92754934321,11.570470501720502,11.570470501720502
question_answering,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,35.55849385206583,16.758588658073954,16.758588658073954,3.165546889471038,3.165546889471038
speech_recognition,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,578.7374420037307,253.51446976956655,253.51446976956655,19.25435174474648,19.25435174474648
