task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.38138759406658,74.38138759406658,74.38138759406658,74.38138759406658,74.38138759406658,74.38138759406658,74.38138759406658,74.38138759406658,32.7560774582539,32.7560774582539,32.7560774582539,32.7560774582539,8.375745354854226,8.375745354854226
object_detection,34.852643233445406,34.852643233445406,34.852643233445406,34.852643233445406,34.852643233445406,34.852643233445406,34.852643233445406,34.852643233445406,22.244713618093115,22.244713618093115,22.244713618093115,22.244713618093115,11.390712576896787,11.390712576896787
question_answering,34.93727557927538,34.93727557927538,34.93727557927538,34.93727557927538,34.93727557927538,34.93727557927538,34.93727557927538,34.93727557927538,16.422168406818727,16.422168406818727,16.422168406818727,16.422168406818727,3.1672965838509315,3.1672965838509315
speech_recognition,574.4011057394832,574.4011057394832,574.4011057394832,574.4011057394832,574.4011057394832,574.4011057394832,574.4011057394832,574.4011057394832,204.43155235522914,204.43155235522914,204.43155235522914,204.43155235522914,19.1055021612001,19.1055021612001
