task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,74.75327853822839,27.280566448801743,8.587009568312808,8.587009568312808
object_detection,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,36.1948896922794,26.370536849369802,11.307943508841609,11.307943508841609
question_answering,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,35.556212323681365,17.63205415499533,3.174629884004884,3.174629884004884
speech_recognition,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,578.8785187385284,250.5200163398693,19.091822406257187,19.091822406257187
