task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.36650024432443,73.36650024432443,73.36650024432443,73.36650024432443,73.36650024432443,73.36650024432443,24.508292887292118,24.508292887292118,8.440420312547973
object_detection,33.05536631986941,33.05536631986941,33.05536631986941,33.05536631986941,33.05536631986941,33.05536631986941,19.150614100995828,19.150614100995828,10.677402867504966
question_answering,34.91198539879167,34.91198539879167,34.91198539879167,34.91198539879167,34.91198539879167,34.91198539879167,15.54351253269239,15.54351253269239,3.108827404479578
speech_recognition,575.1940926161926,575.1940926161926,575.1940926161926,575.1940926161926,575.1940926161926,575.1940926161926,212.86232652316932,212.86232652316932,18.46347125097125
