task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,26.69448244344563,26.69448244344563,26.69448244344563,7.990488535692968
object_detection,18.500000746087192,18.500000746087192,18.500000746087192,9.930262819660506
question_answering,15.584511300700418,15.584511300700418,15.584511300700418,3.0448881042645093
speech_recognition,210.66827060397026,210.66827060397026,210.66827060397026,18.62832543826653
