task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1
image_classification,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,76.04629666427051,8.08257923236184
object_detection,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,34.91492350587539,10.768257948947603
question_answering,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,35.80266508052064,3.0338600212089077
speech_recognition,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,589.0022529410809,18.742029808571665
