task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,74.21131445979326,33.858949496134855,33.858949496134855,8.172224998611805
object_detection,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,34.72633258110998,22.610156278858835,22.610156278858835,10.918065134099617
question_answering,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,34.7846407183789,16.688985566317463,16.688985566317463,3.0431159420289857
speech_recognition,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,573.6974606148738,227.04157760746307,227.04157760746307,18.800754526238396
