task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.99046763625884,72.99046763625884,72.99046763625884,72.99046763625884,72.99046763625884,8.169661222202205,8.169661222202205
object_detection,32.2321309523364,32.2321309523364,32.2321309523364,32.2321309523364,32.2321309523364,10.435802008577618,10.435802008577618
question_answering,34.54006871045679,34.54006871045679,34.54006871045679,34.54006871045679,34.54006871045679,3.1038822423502532,3.1038822423502532
speech_recognition,572.6419681165078,572.6419681165078,572.6419681165078,572.6419681165078,572.6419681165078,18.584754075322657,18.584754075322657
