task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.42204462204462,35.2876585466546,35.2876585466546,35.2876585466546,8.338050163209406,8.338050163209406,8.338050163209406
object_detection,32.44450444292549,20.06465429167536,20.06465429167536,20.06465429167536,10.552225614333624,10.552225614333624,10.552225614333624
question_answering,33.37801205246367,16.847204674400228,16.847204674400228,16.847204674400228,3.133564589241309,3.133564589241309,3.133564589241309
speech_recognition,564.7282091097308,250.32428985525308,250.32428985525308,250.32428985525308,18.763859345581956,18.763859345581956,18.763859345581956
