task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,74.34026811335384,8.268391411428905,8.268391411428905
object_detection,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,34.15738547655715,10.973780580523302,10.973780580523302
question_answering,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,34.77469062429909,3.147460851455805,3.147460851455805
speech_recognition,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,572.7659537620455,18.814613769198807,18.814613769198807
