task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1
image_classification,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,89.0253763665185,31.466867167919798
object_detection,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,39.50290094866311,25.474570466570466
question_answering,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,41.438771349162046,16.262383252818033
speech_recognition,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,675.8496352605574,255.54740144478842
