task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,24.89261512072833,8.07638716315694,8.07638716315694
object_detection,18.541855631141345,10.087369132941111,10.087369132941111
question_answering,14.34809084296955,3.127200655374949,3.127200655374949
speech_recognition,203.04259378173975,18.494856080735968,18.494856080735968
