task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,26.127705107783335,26.127705107783335,8.45697066174039,8.45697066174039,8.45697066174039
object_detection,20.347510595272524,20.347510595272524,10.597962616385491,10.597962616385491,10.597962616385491
question_answering,17.796285922526213,17.796285922526213,3.1370695268163873,3.1370695268163873,3.1370695268163873
speech_recognition,222.45573050853827,222.45573050853827,18.87361244534811,18.87361244534811,18.87361244534811
