task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,75.03499766262686,8.570739311829096,8.570739311829096,8.570739311829096
object_detection,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,36.01558726830577,11.77017935319277,11.77017935319277,11.77017935319277
question_answering,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,35.447658516696976,3.1909460302339556,3.1909460302339556,3.1909460302339556
speech_recognition,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,579.0868890586537,19.636960053111846,19.636960053111846,19.636960053111846
