task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.19003388075102,73.19003388075102,73.19003388075102,73.19003388075102,73.19003388075102,73.19003388075102,25.835251807016515,8.38517084588406,8.38517084588406
object_detection,33.12872156364084,33.12872156364084,33.12872156364084,33.12872156364084,33.12872156364084,33.12872156364084,18.92388016790294,10.383999923656143,10.383999923656143
question_answering,34.74228386136021,34.74228386136021,34.74228386136021,34.74228386136021,34.74228386136021,34.74228386136021,15.329066605908713,3.1266747506707993,3.1266747506707993
speech_recognition,573.076037120139,573.076037120139,573.076037120139,573.076037120139,573.076037120139,573.076037120139,187.9139308426073,18.57861472170416,18.57861472170416
