task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,74.21541340828897,33.32902270307876,33.32902270307876,8.29846467258232,8.29846467258232
object_detection,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,35.304963325388016,23.188121463077984,23.188121463077984,10.86753561907692,10.86753561907692
question_answering,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,34.83534094768761,15.444329368928981,15.444329368928981,3.105496313892116,3.105496313892116
speech_recognition,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,574.2589237790837,202.21308292259633,202.21308292259633,19.041643068887634,19.041643068887634
