task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,74.78320147609838,36.091624262676895,8.474964936886396
object_detection,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,35.79737071279035,25.349969442322383,11.395673408716886
question_answering,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,35.55326981114728,15.566025641025641,3.0399032340208807
speech_recognition,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,579.2590496435034,203.83828722002636,19.204933273354328
