task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1
image_classification,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,91.22073373013718,24.707472270175753
object_detection,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,38.7147849607845,20.00298386160455
question_answering,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,41.7435373334238,15.430094873198323
speech_recognition,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,696.5968204541404,240.46934866805833
