task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,75.21907883868967,29.301031935900358,29.301031935900358,8.496628242471896,8.496628242471896,8.496628242471896
object_detection,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,36.453387166903205,25.711710662525878,25.711710662525878,12.412328656895221,12.412328656895221,12.412328656895221
question_answering,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,35.56413102853928,16.871841787439614,16.871841787439614,3.1472801238933963,3.1472801238933963,3.1472801238933963
speech_recognition,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,576.8568514525629,188.37596491228072,188.37596491228072,19.496475853581114,19.496475853581114,19.496475853581114
