task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.5270523332129,73.5270523332129,73.5270523332129,73.5270523332129,73.5270523332129,73.5270523332129,73.5270523332129,32.352915891260714,8.29511327773254,8.29511327773254
object_detection,33.44626028758738,33.44626028758738,33.44626028758738,33.44626028758738,33.44626028758738,33.44626028758738,33.44626028758738,20.500501253132832,10.594786552679057,10.594786552679057
question_answering,34.50262176713244,34.50262176713244,34.50262176713244,34.50262176713244,34.50262176713244,34.50262176713244,34.50262176713244,15.614810385692738,3.147126838314669,3.147126838314669
speech_recognition,572.7682825381731,572.7682825381731,572.7682825381731,572.7682825381731,572.7682825381731,572.7682825381731,572.7682825381731,193.0875705128205,18.685127565977474,18.685127565977474
