task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.78037211905367,71.78037211905367,27.975726811893946,27.975726811893946,27.975726811893946,27.975726811893946,8.263732235142118,8.263732235142118
object_detection,31.83968345939855,31.83968345939855,19.93809786628801,19.93809786628801,19.93809786628801,19.93809786628801,10.525333495268892,10.525333495268892
question_answering,32.23677458798512,32.23677458798512,15.631367245181384,15.631367245181384,15.631367245181384,15.631367245181384,3.154321971075892,3.154321971075892
speech_recognition,563.6085810904071,563.6085810904071,223.85715968871054,223.85715968871054,223.85715968871054,223.85715968871054,18.462329616877167,18.462329616877167
