task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.22334386432381,73.22334386432381,73.22334386432381,73.22334386432381,30.614015295562893,30.614015295562893,30.614015295562893,30.614015295562893,8.189667029159782,8.189667029159782,8.189667029159782
object_detection,32.94270214593441,32.94270214593441,32.94270214593441,32.94270214593441,20.98936212225339,20.98936212225339,20.98936212225339,20.98936212225339,10.912220932841247,10.912220932841247,10.912220932841247
question_answering,35.111792916222264,35.111792916222264,35.111792916222264,35.111792916222264,16.46513408695745,16.46513408695745,16.46513408695745,16.46513408695745,3.1417187368484134,3.1417187368484134,3.1417187368484134
speech_recognition,574.2251885786212,574.2251885786212,574.2251885786212,574.2251885786212,211.74588682641198,211.74588682641198,211.74588682641198,211.74588682641198,19.001377661629792,19.001377661629792,19.001377661629792
