task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2
image_classification,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,75.68520911745661,35.28884652981427,35.28884652981427
object_detection,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,35.3839606847843,23.10223535801197,23.10223535801197
question_answering,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,35.85099202485656,17.159857939162286,17.159857939162286
speech_recognition,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,589.5609036058927,185.7495651799181,185.7495651799181
