task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1
image_classification,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,74.56886874948461,8.14786012469504
object_detection,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,35.07787106878582,10.887275009473285
question_answering,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,35.54398696129557,3.1267653462775415
speech_recognition,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,579.22152041918,18.867706622879034
