task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.17456644271154,73.17456644271154,73.17456644271154,73.17456644271154,33.49186421057461,33.49186421057461,8.31031549199069,8.31031549199069,8.31031549199069
object_detection,32.68212953613812,32.68212953613812,32.68212953613812,32.68212953613812,21.145827347530467,21.145827347530467,10.635928786358406,10.635928786358406,10.635928786358406
question_answering,34.935810370185365,34.935810370185365,34.935810370185365,34.935810370185365,17.652096992332286,17.652096992332286,3.1063291286454904,3.1063291286454904,3.1063291286454904
speech_recognition,573.086374914284,573.086374914284,573.086374914284,573.086374914284,232.7115876852106,232.7115876852106,18.745111769154096,18.745111769154096,18.745111769154096
