task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.50047819571732,71.50047819571732,8.299540127452842,8.299540127452842,8.299540127452842
object_detection,30.753294735930602,30.753294735930602,10.253190968466916,10.253190968466916,10.253190968466916
question_answering,33.00203339025276,33.00203339025276,3.1606889163869853,3.1606889163869853,3.1606889163869853
speech_recognition,563.4030929989551,563.4030929989551,18.87412040557145,18.87412040557145,18.87412040557145
