task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1
image_classification,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,74.76724040084568,8.2413872719433
object_detection,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,35.60038907102931,11.151367588932805
question_answering,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,35.404685228895474,3.115520753756048
speech_recognition,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,579.118747302088,18.82814776822115
