task_type,t2.large-1,g4dn.xlarge-1
image_classification,194.8986166986167,8.084523494856672
object_detection,67.00604395604395,9.693996038794126
question_answering,91.05546843853821,3.050525558925963
speech_recognition,1401.5491039426524,18.94414708893619
