task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.53042779155085,72.53042779155085,72.53042779155085,8.231276416443675,8.231276416443675,8.231276416443675
object_detection,31.094886416649853,31.094886416649853,31.094886416649853,10.48059029145293,10.48059029145293,10.48059029145293
question_answering,34.311475246553115,34.311475246553115,34.311475246553115,3.1434900469674103,3.1434900469674103,3.1434900469674103
speech_recognition,573.3429559201993,573.3429559201993,573.3429559201993,18.81500394554757,18.81500394554757,18.81500394554757
