task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,74.64706590385306,33.33211399725781,33.33211399725781,33.33211399725781,33.33211399725781
object_detection,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,35.45921313536376,22.177810363909337,22.177810363909337,22.177810363909337,22.177810363909337
question_answering,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,35.06805375798952,15.362262778718442,15.362262778718442,15.362262778718442,15.362262778718442
speech_recognition,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,574.8585473465303,197.22850847939472,197.22850847939472,197.22850847939472,197.22850847939472
