task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,72.88458664782743,72.88458664782743,72.88458664782743,72.88458664782743,28.97275809758758,28.97275809758758,28.97275809758758,28.97275809758758,8.322435020519837
object_detection,32.68011319853871,32.68011319853871,32.68011319853871,32.68011319853871,21.300304476871673,21.300304476871673,21.300304476871673,21.300304476871673,10.623720850036639
question_answering,35.13880707175055,35.13880707175055,35.13880707175055,35.13880707175055,16.238315920958527,16.238315920958527,16.238315920958527,16.238315920958527,3.096216216216216
speech_recognition,574.1776670431018,574.1776670431018,574.1776670431018,574.1776670431018,211.37787577303683,211.37787577303683,211.37787577303683,211.37787577303683,18.742387722875527
