task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1
image_classification,72.11530854753968,72.11530854753968,72.11530854753968,8.142650241339076
object_detection,30.36480065017733,30.36480065017733,30.36480065017733,10.041885774083557
question_answering,35.39154897462156,35.39154897462156,35.39154897462156,3.0661691069211554
speech_recognition,573.5030667305236,573.5030667305236,573.5030667305236,19.049339764463845
