task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.72865715983363,71.72865715983363,30.15939884748231,30.15939884748231,30.15939884748231,30.15939884748231,8.359180287398893,8.359180287398893,8.359180287398893
object_detection,30.495905688133377,30.495905688133377,22.036427521464866,22.036427521464866,22.036427521464866,22.036427521464866,10.777825252014674,10.777825252014674,10.777825252014674
question_answering,32.99487449684818,32.99487449684818,16.86764482461202,16.86764482461202,16.86764482461202,16.86764482461202,3.171716844407807,3.171716844407807,3.171716844407807
speech_recognition,565.4127188905866,565.4127188905866,225.9367224222252,225.9367224222252,225.9367224222252,225.9367224222252,18.790205227137676,18.790205227137676,18.790205227137676
