task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.05751679144184,74.05751679144184,74.05751679144184,74.05751679144184,74.05751679144184,74.05751679144184,74.05751679144184,31.201906054932927,31.201906054932927,31.201906054932927,8.143445330975316,8.143445330975316
object_detection,35.23866157599577,35.23866157599577,35.23866157599577,35.23866157599577,35.23866157599577,35.23866157599577,35.23866157599577,22.332246676269666,22.332246676269666,22.332246676269666,10.701848827890203,10.701848827890203
question_answering,34.84756260633691,34.84756260633691,34.84756260633691,34.84756260633691,34.84756260633691,34.84756260633691,34.84756260633691,16.594885375494073,16.594885375494073,16.594885375494073,3.159767682318369,3.159767682318369
speech_recognition,574.347685572973,574.347685572973,574.347685572973,574.347685572973,574.347685572973,574.347685572973,574.347685572973,206.8361238871074,206.8361238871074,206.8361238871074,18.712036200277975,18.712036200277975
