task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.00258905658264,76.00258905658264,76.00258905658264,76.00258905658264,76.00258905658264,76.00258905658264,76.00258905658264,76.00258905658264,8.486528026982942,8.486528026982942
object_detection,33.99778080763856,33.99778080763856,33.99778080763856,33.99778080763856,33.99778080763856,33.99778080763856,33.99778080763856,33.99778080763856,10.757987657178592,10.757987657178592
question_answering,36.206247327368644,36.206247327368644,36.206247327368644,36.206247327368644,36.206247327368644,36.206247327368644,36.206247327368644,36.206247327368644,3.1304975846340284,3.1304975846340284
speech_recognition,583.5282636423875,583.5282636423875,583.5282636423875,583.5282636423875,583.5282636423875,583.5282636423875,583.5282636423875,583.5282636423875,18.739184868114073,18.739184868114073
