task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1
image_classification,72.69707275674122,72.69707275674122,72.69707275674122,72.69707275674122,28.834207643083023,7.960097271681326
object_detection,31.418073392490214,31.418073392490214,31.418073392490214,31.418073392490214,17.987806215095762,10.003894895302153
question_answering,35.100394928657465,35.100394928657465,35.100394928657465,35.100394928657465,14.942701116877902,3.0635490853232787
speech_recognition,574.4204002919175,574.4204002919175,574.4204002919175,574.4204002919175,210.28343815513625,18.72773128882782
