task_type,t2.large-1,t2.large-2,g4dn.xlarge-1
image_classification,71.73549430181689,71.73549430181689,8.168745828982788
object_detection,31.00172099491697,31.00172099491697,9.980698605938382
question_answering,34.15750293759091,34.15750293759091,3.052605288982323
speech_recognition,564.4294626063592,564.4294626063592,19.0595931614809
