task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.51459363106908,72.51459363106908,72.51459363106908,72.51459363106908,28.284482107302257,28.284482107302257,8.293462328826578,8.293462328826578
object_detection,31.878324723696494,31.878324723696494,31.878324723696494,31.878324723696494,20.091619472681284,20.091619472681284,10.433034124715592,10.433034124715592
question_answering,34.33849206172775,34.33849206172775,34.33849206172775,34.33849206172775,14.758785995171646,14.758785995171646,3.1771565515797158,3.1771565515797158
speech_recognition,572.856297872542,572.856297872542,572.856297872542,572.856297872542,210.95599163507785,210.95599163507785,18.65022097097458,18.65022097097458
