task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,74.10444493931475,37.12612214635969,37.12612214635969,8.07957826233942
object_detection,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,33.96427926082234,21.754786416907898,21.754786416907898,10.65586684660369
question_answering,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,34.771477873295765,16.976556542566094,16.976556542566094,3.109355077002136
speech_recognition,574.588910605725,574.588910605725,574.588910605725,574.588910605725,574.588910605725,574.588910605725,574.588910605725,574.588910605725,574.588910605725,192.75629459608493,192.75629459608493,18.60647385984427
