task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1
image_classification,72.72929580606619,72.72929580606619,72.72929580606619,72.72929580606619,8.19029119820236
object_detection,31.215184831436197,31.215184831436197,31.215184831436197,31.215184831436197,9.927556575476421
question_answering,35.19689061092181,35.19689061092181,35.19689061092181,35.19689061092181,3.076653293796151
speech_recognition,573.4760766803877,573.4760766803877,573.4760766803877,573.4760766803877,18.959629224156906
