task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2
image_classification,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,90.34633033427357,31.083017357845932,31.083017357845932
object_detection,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,40.001410744547776,22.06911530288508,22.06911530288508
question_answering,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,41.86412035306596,15.664276814375324,15.664276814375324
speech_recognition,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,683.4007596421732,240.2513462898508,240.2513462898508
