task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,34.40684845284166,34.40684845284166,34.40684845284166,8.37075205595016,8.37075205595016,8.37075205595016
object_detection,20.498821721288575,20.498821721288575,20.498821721288575,10.522775609076367,10.522775609076367,10.522775609076367
question_answering,15.84955841760139,15.84955841760139,15.84955841760139,3.129383595128276,3.129383595128276,3.129383595128276
speech_recognition,233.3986567500977,233.3986567500977,233.3986567500977,18.84223090448048,18.84223090448048,18.84223090448048
