task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.00253736857685,74.00253736857685,74.00253736857685,74.00253736857685,74.00253736857685,74.00253736857685,34.30045761660554,34.30045761660554,34.30045761660554,8.243596396710336,8.243596396710336,8.243596396710336
object_detection,34.4986204960044,34.4986204960044,34.4986204960044,34.4986204960044,34.4986204960044,34.4986204960044,23.239602377917475,23.239602377917475,23.239602377917475,11.032347271464568,11.032347271464568,11.032347271464568
question_answering,34.869399069500865,34.869399069500865,34.869399069500865,34.869399069500865,34.869399069500865,34.869399069500865,16.266118261215713,16.266118261215713,16.266118261215713,3.136100305563911,3.136100305563911,3.136100305563911
speech_recognition,573.9794488098474,573.9794488098474,573.9794488098474,573.9794488098474,573.9794488098474,573.9794488098474,191.35930963883138,191.35930963883138,191.35930963883138,18.92391969931233,18.92391969931233,18.92391969931233
