task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1
image_classification,70.92366270177726,70.92366270177726,24.65596491873034,8.10984910500247
object_detection,30.40398903538034,30.40398903538034,18.842456461971402,9.942579043984413
question_answering,33.66642700417892,33.66642700417892,14.790979933761932,3.064775134085825
speech_recognition,563.9787584382412,563.9787584382412,211.14373453308934,19.13983417549038
