task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2
image_classification,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,84.42531399122956,29.473509675988122,29.473509675988122
object_detection,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,36.48507017427772,21.097784816490698,21.097784816490698
question_answering,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,39.27400039718611,16.710720771462707,16.710720771462707
speech_recognition,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,647.1014977591522,231.0999366710875,231.0999366710875
