task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,72.68883379473405,72.68883379473405,72.68883379473405,29.67994936790784,29.67994936790784,8.038955228354126
object_detection,30.824789960723173,30.824789960723173,30.824789960723173,18.121486889240565,18.121486889240565,9.976657744579313
question_answering,34.959093414013914,34.959093414013914,34.959093414013914,15.991285738970536,15.991285738970536,3.0355317460317464
speech_recognition,574.1303645249008,574.1303645249008,574.1303645249008,212.0312351988899,212.0312351988899,18.690368920040132
