task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.84731569393799,73.84731569393799,73.84731569393799,73.84731569393799,73.84731569393799,30.235328215880582,30.235328215880582,30.235328215880582,30.235328215880582,8.464489193705585,8.464489193705585,8.464489193705585
object_detection,34.04876078015552,34.04876078015552,34.04876078015552,34.04876078015552,34.04876078015552,21.783829341691987,21.783829341691987,21.783829341691987,21.783829341691987,11.489577903688849,11.489577903688849,11.489577903688849
question_answering,35.03076240134135,35.03076240134135,35.03076240134135,35.03076240134135,35.03076240134135,17.816286429387628,17.816286429387628,17.816286429387628,17.816286429387628,3.141700638874241,3.141700638874241,3.141700638874241
speech_recognition,574.1563282627246,574.1563282627246,574.1563282627246,574.1563282627246,574.1563282627246,218.57963916175828,218.57963916175828,218.57963916175828,218.57963916175828,19.214186158317293,19.214186158317293,19.214186158317293
