task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,74.51148683298143,29.471422003026333,29.471422003026333,29.471422003026333,29.471422003026333
object_detection,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,34.80501618034428,22.618174137640683,22.618174137640683,22.618174137640683,22.618174137640683
question_answering,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,34.95765503210572,15.904905606265018,15.904905606265018,15.904905606265018,15.904905606265018
speech_recognition,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,574.3862433010521,216.515811651918,216.515811651918,216.515811651918,216.515811651918
