task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,74.822733589891,36.984848484848484,8.458510651629073,8.458510651629073
object_detection,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,35.25159471165241,26.063869350796345,11.519078176725236,11.519078176725236
question_answering,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,35.38152034487953,17.189764137539072,3.0848036758563078,3.0848036758563078
speech_recognition,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,578.2297123308086,226.6424019607843,19.485713306081283,19.485713306081283
