task_type,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,8.333804765591486,8.333804765591486,8.333804765591486
object_detection,10.50747325765082,10.50747325765082,10.50747325765082
question_answering,3.2045544807070114,3.2045544807070114,3.2045544807070114
speech_recognition,19.03010920838003,19.03010920838003,19.03010920838003
