task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.06119986430551,73.06119986430551,73.06119986430551,73.06119986430551,31.6657580555227,8.2950452260432,8.2950452260432,8.2950452260432
object_detection,32.64898527340318,32.64898527340318,32.64898527340318,32.64898527340318,20.049583333333334,10.650759794227179,10.650759794227179,10.650759794227179
question_answering,34.3437922310935,34.3437922310935,34.3437922310935,34.3437922310935,15.707246839182323,3.193497413885058,3.193497413885058,3.193497413885058
speech_recognition,572.6071333249131,572.6071333249131,572.6071333249131,572.6071333249131,207.17956815114712,18.838686288509734,18.838686288509734,18.838686288509734
