task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,30.9629241420085,30.9629241420085,30.9629241420085,8.5229917458853,8.5229917458853
object_detection,19.92059753514655,19.92059753514655,19.92059753514655,10.255682661302467,10.255682661302467
question_answering,16.350963268285888,16.350963268285888,16.350963268285888,3.1492155349913817,3.1492155349913817
speech_recognition,231.0185111795758,231.0185111795758,231.0185111795758,18.540634011622974,18.540634011622974
