task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,74.93264424215275,29.604048492691426,29.604048492691426,29.604048492691426,8.786156510156511
object_detection,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,35.431553884346336,28.058786181139123,28.058786181139123,28.058786181139123,11.6156223893066
question_answering,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,35.582038942891934,15.744637410519763,15.744637410519763,15.744637410519763,3.1340942028985506
speech_recognition,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,577.7773883410764,243.15610793472092,243.15610793472092,243.15610793472092,19.514871794871794
