task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,73.98022201673108,31.905396825396828,8.033975563909774
object_detection,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,34.52792382681257,20.338943639291465,10.816256157635468
question_answering,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,34.85292860870503,15.371345029239766,3.142463915528432
speech_recognition,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,573.1287663278414,196.36152298850575,18.615084755602
