task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.27652710962927,73.27652710962927,73.27652710962927,73.27652710962927,32.1898807985144,32.1898807985144,32.1898807985144,32.1898807985144,8.162303629315016,8.162303629315016
object_detection,32.50161059938849,32.50161059938849,32.50161059938849,32.50161059938849,21.27300859567562,21.27300859567562,21.27300859567562,21.27300859567562,10.716365123138578,10.716365123138578
question_answering,34.71097052001295,34.71097052001295,34.71097052001295,34.71097052001295,16.518391687913958,16.518391687913958,16.518391687913958,16.518391687913958,3.1145485205684444,3.1145485205684444
speech_recognition,573.9577787703763,573.9577787703763,573.9577787703763,573.9577787703763,219.20683484528854,219.20683484528854,219.20683484528854,219.20683484528854,18.552157009886397,18.552157009886397
