task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,87.46934838483307,30.64519955847187,30.64519955847187,30.64519955847187
object_detection,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,39.89883979048069,21.71732672850217,21.71732672850217,21.71732672850217
question_answering,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,41.597215282103924,16.115137864300088,16.115137864300088,16.115137864300088
speech_recognition,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,673.4773294595607,215.655086546447,215.655086546447,215.655086546447
