task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.28011971486198,74.28011971486198,74.28011971486198,74.28011971486198,74.28011971486198,74.28011971486198,74.28011971486198,35.907934322514436,35.907934322514436,35.907934322514436,35.907934322514436,8.538550166545903,8.538550166545903,8.538550166545903
object_detection,34.72963500715558,34.72963500715558,34.72963500715558,34.72963500715558,34.72963500715558,34.72963500715558,34.72963500715558,24.120892165911044,24.120892165911044,24.120892165911044,24.120892165911044,11.453371332371333,11.453371332371333,11.453371332371333
question_answering,35.128722327601146,35.128722327601146,35.128722327601146,35.128722327601146,35.128722327601146,35.128722327601146,35.128722327601146,18.183605563518608,18.183605563518608,18.183605563518608,18.183605563518608,3.2050046926960825,3.2050046926960825,3.2050046926960825
speech_recognition,574.7789356494652,574.7789356494652,574.7789356494652,574.7789356494652,574.7789356494652,574.7789356494652,574.7789356494652,244.44435410923262,244.44435410923262,244.44435410923262,244.44435410923262,19.212023703392124,19.212023703392124,19.212023703392124
