task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.66878281258576,73.66878281258576,73.66878281258576,73.66878281258576,73.66878281258576,73.66878281258576,73.66878281258576,33.16340633356404,33.16340633356404,8.34070304205385,8.34070304205385
object_detection,33.63476812482579,33.63476812482579,33.63476812482579,33.63476812482579,33.63476812482579,33.63476812482579,33.63476812482579,20.76654009851804,20.76654009851804,11.117154638670767,11.117154638670767
question_answering,34.9020327391579,34.9020327391579,34.9020327391579,34.9020327391579,34.9020327391579,34.9020327391579,34.9020327391579,15.253677988677989,15.253677988677989,3.1229786043294108,3.1229786043294108
speech_recognition,573.8490171124271,573.8490171124271,573.8490171124271,573.8490171124271,573.8490171124271,573.8490171124271,573.8490171124271,260.24091430578943,260.24091430578943,18.850658012532158,18.850658012532158
