task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.1998652757453,73.1998652757453,73.1998652757453,73.1998652757453,32.34767053774489,32.34767053774489,7.938467145211268
object_detection,31.774281890883465,31.774281890883465,31.774281890883465,31.774281890883465,19.27189550645433,19.27189550645433,10.138809696880024
question_answering,34.63483017719983,34.63483017719983,34.63483017719983,34.63483017719983,15.939205288782569,15.939205288782569,3.0765103338632747
speech_recognition,575.9359494699454,575.9359494699454,575.9359494699454,575.9359494699454,211.91547596128626,211.91547596128626,18.723147952272264
