task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,74.83925914761002,25.91304934264222,25.91304934264222,25.91304934264222,25.91304934264222,8.429723551302498,8.429723551302498
object_detection,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,35.80440486585998,24.97065220492031,24.97065220492031,24.97065220492031,24.97065220492031,11.367384047041336,11.367384047041336
question_answering,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,34.85853500549893,17.33301129152514,17.33301129152514,17.33301129152514,17.33301129152514,3.2279450491029436,3.2279450491029436
speech_recognition,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,573.8884126615654,241.77585268708762,241.77585268708762,241.77585268708762,241.77585268708762,19.25248981410746,19.25248981410746
