task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.0253936994189,73.0253936994189,73.0253936994189,73.0253936994189,73.0253936994189,34.641731604783594,34.641731604783594,8.155649846837779
object_detection,32.38268527113492,32.38268527113492,32.38268527113492,32.38268527113492,32.38268527113492,20.074254818092026,20.074254818092026,10.335577833503065
question_answering,34.82460471126093,34.82460471126093,34.82460471126093,34.82460471126093,34.82460471126093,16.86449066140961,16.86449066140961,3.1509095535666076
speech_recognition,575.6881992934602,575.6881992934602,575.6881992934602,575.6881992934602,575.6881992934602,207.68747396947657,207.68747396947657,18.848407326822233
