task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.23403948225688,71.23403948225688,31.95643349962803,31.95643349962803,8.352926188236596,8.352926188236596
object_detection,30.237466521166418,30.237466521166418,18.313835153866115,18.313835153866115,10.402056665531633,10.402056665531633
question_answering,32.602655310820495,32.602655310820495,16.711433813705902,16.711433813705902,3.1672322269501634,3.1672322269501634
speech_recognition,564.3522199217851,564.3522199217851,228.20730788431365,228.20730788431365,18.66524546746158,18.66524546746158
