task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.40553897845572,72.40553897845572,72.40553897845572,26.333437840574543,26.333437840574543,8.248697373087436,8.248697373087436
object_detection,31.105568186334732,31.105568186334732,31.105568186334732,19.532616101318574,19.532616101318574,10.556320331715067,10.556320331715067
question_answering,34.722655827061125,34.722655827061125,34.722655827061125,15.965353417749188,15.965353417749188,3.1855275032371546,3.1855275032371546
speech_recognition,573.0726184652706,573.0726184652706,573.0726184652706,217.986886245354,217.986886245354,18.658996326977412,18.658996326977412
